"County","FIPS","Year","Gender","Age Cohort","Variable","Measure Type","Value"
"Fairfield County","09001",2015,"All","50 to 54 years","Projected Population","Number",75860
"Fairfield County","09001",2015,"All","50 to 54 years","Projected Population","Percent",8.14
"Fairfield County","09001",2015,"All","55 to 59 years","Projected Population","Number",69337
"Fairfield County","09001",2015,"All","55 to 59 years","Projected Population","Percent",7.44
"Fairfield County","09001",2015,"All","60 to 64 years","Projected Population","Number",54191
"Fairfield County","09001",2015,"All","60 to 64 years","Projected Population","Percent",5.81
"Fairfield County","09001",2015,"All","65 to 69 years","Projected Population","Number",43114
"Fairfield County","09001",2015,"All","65 to 69 years","Projected Population","Percent",4.62
"Fairfield County","09001",2015,"All","70 to 74 years","Projected Population","Number",31475
"Fairfield County","09001",2015,"All","70 to 74 years","Projected Population","Percent",3.38
"Fairfield County","09001",2015,"All","75 to 79 years","Projected Population","Number",21851
"Fairfield County","09001",2015,"All","75 to 79 years","Projected Population","Percent",2.34
"Fairfield County","09001",2015,"All","80 to 84 years","Projected Population","Number",17626
"Fairfield County","09001",2015,"All","80 to 84 years","Projected Population","Percent",1.89
"Fairfield County","09001",2015,"All","85 to 89 years","Projected Population","Number",13898
"Fairfield County","09001",2015,"All","85 to 89 years","Projected Population","Percent",1.49
"Fairfield County","09001",2015,"All","90 years and Over","Projected Population","Number",9711
"Fairfield County","09001",2015,"All","90 years and Over","Projected Population","Percent",1.04
"Fairfield County","09001",2015,"Female","Total","Projected Population","Number",478198
"Fairfield County","09001",2015,"Female","Total","Projected Population","Percent",51.29
"Fairfield County","09001",2015,"Female","0 to 4 years","Projected Population","Number",25303
"Fairfield County","09001",2015,"Female","0 to 4 years","Projected Population","Percent",5.29
"Fairfield County","09001",2015,"Female","5 to 9 years","Projected Population","Number",28182
"Fairfield County","09001",2015,"Female","5 to 9 years","Projected Population","Percent",5.89
"Fairfield County","09001",2015,"Female","10 to 14 years","Projected Population","Number",31596
"Fairfield County","09001",2015,"Female","10 to 14 years","Projected Population","Percent",6.61
"Fairfield County","09001",2015,"Female","15 to 19 years","Projected Population","Number",33645
"Fairfield County","09001",2015,"Female","15 to 19 years","Projected Population","Percent",7.04
"Fairfield County","09001",2015,"Female","20 to 24 years","Projected Population","Number",26634
"Fairfield County","09001",2015,"Female","20 to 24 years","Projected Population","Percent",5.57
"Fairfield County","09001",2015,"Female","25 to 29 years","Projected Population","Number",22255
"Fairfield County","09001",2015,"Female","25 to 29 years","Projected Population","Percent",4.65
"Fairfield County","09001",2015,"Female","30 to 34 years","Projected Population","Number",28481
"Fairfield County","09001",2015,"Female","30 to 34 years","Projected Population","Percent",5.96
"Fairfield County","09001",2015,"Female","35 to 39 years","Projected Population","Number",30191
"Fairfield County","09001",2015,"Female","35 to 39 years","Projected Population","Percent",6.31
"Fairfield County","09001",2015,"Female","40 to 44 years","Projected Population","Number",32863
"Fairfield County","09001",2015,"Female","40 to 44 years","Projected Population","Percent",6.87
"Fairfield County","09001",2015,"Female","45 to 49 years","Projected Population","Number",37554
"Fairfield County","09001",2015,"Female","45 to 49 years","Projected Population","Percent",7.85
"Fairfield County","09001",2015,"Female","50 to 54 years","Projected Population","Number",39393
"Fairfield County","09001",2015,"Female","50 to 54 years","Projected Population","Percent",8.24
"Fairfield County","09001",2015,"Female","55 to 59 years","Projected Population","Number",35609
"Fairfield County","09001",2015,"Female","55 to 59 years","Projected Population","Percent",7.45
"Fairfield County","09001",2015,"Female","60 to 64 years","Projected Population","Number",27844
"Fairfield County","09001",2015,"Female","60 to 64 years","Projected Population","Percent",5.82
"Fairfield County","09001",2015,"Female","65 to 69 years","Projected Population","Number",22810
"Fairfield County","09001",2015,"Female","65 to 69 years","Projected Population","Percent",4.77
"Fairfield County","09001",2015,"Female","70 to 74 years","Projected Population","Number",17133
"Fairfield County","09001",2015,"Female","70 to 74 years","Projected Population","Percent",3.58
"Fairfield County","09001",2015,"Female","75 to 79 years","Projected Population","Number",12609
"Fairfield County","09001",2015,"Female","75 to 79 years","Projected Population","Percent",2.64
"Fairfield County","09001",2015,"Female","80 to 84 years","Projected Population","Number",10454
"Fairfield County","09001",2015,"Female","80 to 84 years","Projected Population","Percent",2.19
"Fairfield County","09001",2015,"Female","85 to 89 years","Projected Population","Number",8802
"Fairfield County","09001",2015,"Female","85 to 89 years","Projected Population","Percent",1.84
"Fairfield County","09001",2015,"Female","90 years and Over","Projected Population","Number",6840
"Fairfield County","09001",2015,"Female","90 years and Over","Projected Population","Percent",1.43
"Fairfield County","09001",2015,"Male","Total","Projected Population","Number",454179
"Fairfield County","09001",2015,"Male","Total","Projected Population","Percent",48.71
"Fairfield County","09001",2015,"Male","0 to 4 years","Projected Population","Number",26592
"Fairfield County","09001",2015,"Male","0 to 4 years","Projected Population","Percent",5.85
"Fairfield County","09001",2015,"Male","5 to 9 years","Projected Population","Number",29762
"Fairfield County","09001",2015,"Male","5 to 9 years","Projected Population","Percent",6.55
"Fairfield County","09001",2015,"Male","10 to 14 years","Projected Population","Number",32816
"Fairfield County","09001",2015,"Male","10 to 14 years","Projected Population","Percent",7.23
"Fairfield County","09001",2015,"Male","15 to 19 years","Projected Population","Number",35161
"Fairfield County","09001",2015,"Male","15 to 19 years","Projected Population","Percent",7.74
"Fairfield County","09001",2015,"Male","20 to 24 years","Projected Population","Number",28085
"Fairfield County","09001",2015,"Male","20 to 24 years","Projected Population","Percent",6.18
"Fairfield County","09001",2015,"Male","25 to 29 years","Projected Population","Number",23571
"Fairfield County","09001",2015,"Male","25 to 29 years","Projected Population","Percent",5.19
"Fairfield County","09001",2015,"Male","30 to 34 years","Projected Population","Number",28374
"Fairfield County","09001",2015,"Male","30 to 34 years","Projected Population","Percent",6.25
"Fairfield County","09001",2015,"Male","35 to 39 years","Projected Population","Number",28833
"Fairfield County","09001",2015,"Male","35 to 39 years","Projected Population","Percent",6.35
"Fairfield County","09001",2015,"Male","40 to 44 years","Projected Population","Number",30762
"Fairfield County","09001",2015,"Male","40 to 44 years","Projected Population","Percent",6.77
"Fairfield County","09001",2015,"Male","45 to 49 years","Projected Population","Number",34654
"Fairfield County","09001",2015,"Male","45 to 49 years","Projected Population","Percent",7.63
"Fairfield County","09001",2015,"Male","50 to 54 years","Projected Population","Number",36467
"Fairfield County","09001",2015,"Male","50 to 54 years","Projected Population","Percent",8.03
"Fairfield County","09001",2015,"Male","55 to 59 years","Projected Population","Number",33728
"Fairfield County","09001",2015,"Male","55 to 59 years","Projected Population","Percent",7.43
"Fairfield County","09001",2015,"Male","60 to 64 years","Projected Population","Number",26347
"Fairfield County","09001",2015,"Male","60 to 64 years","Projected Population","Percent",5.8
"Fairfield County","09001",2015,"Male","65 to 69 years","Projected Population","Number",20304
"Fairfield County","09001",2015,"Male","65 to 69 years","Projected Population","Percent",4.47
"Fairfield County","09001",2015,"Male","70 to 74 years","Projected Population","Number",14342
"Fairfield County","09001",2015,"Male","70 to 74 years","Projected Population","Percent",3.16
"Fairfield County","09001",2015,"Male","75 to 79 years","Projected Population","Number",9242
"Fairfield County","09001",2015,"Male","75 to 79 years","Projected Population","Percent",2.03
"Fairfield County","09001",2015,"Male","80 to 84 years","Projected Population","Number",7172
"Fairfield County","09001",2015,"Male","80 to 84 years","Projected Population","Percent",1.58
"Fairfield County","09001",2015,"Male","85 to 89 years","Projected Population","Number",5096
"Fairfield County","09001",2015,"Male","85 to 89 years","Projected Population","Percent",1.12
"Fairfield County","09001",2015,"Male","90 years and Over","Projected Population","Number",2871
"Fairfield County","09001",2015,"Male","90 years and Over","Projected Population","Percent",0.63
"Fairfield County","09001",2020,"All","Total","Projected Population","Number",944692
"Fairfield County","09001",2020,"All","Total","Projected Population","Percent",25.52
"Fairfield County","09001",2020,"All","0 to 4 years","Projected Population","Number",51675
"Fairfield County","09001",2020,"All","0 to 4 years","Projected Population","Percent",5.47
"Fairfield County","09001",2020,"All","5 to 9 years","Projected Population","Number",52942
"Fairfield County","09001",2020,"All","5 to 9 years","Projected Population","Percent",5.6
"Fairfield County","09001",2020,"All","10 to 14 years","Projected Population","Number",59450
"Fairfield County","09001",2020,"All","10 to 14 years","Projected Population","Percent",6.29
"Fairfield County","09001",2020,"All","15 to 19 years","Projected Population","Number",66613
"Fairfield County","09001",2020,"All","15 to 19 years","Projected Population","Percent",7.05
"Fairfield County","09001",2020,"All","20 to 24 years","Projected Population","Number",61309
"Fairfield County","09001",2020,"All","20 to 24 years","Projected Population","Percent",6.49
"Fairfield County","09001",2020,"All","25 to 29 years","Projected Population","Number",50009
"Fairfield County","09001",2020,"All","25 to 29 years","Projected Population","Percent",5.29
"Fairfield County","09001",2020,"All","30 to 34 years","Projected Population","Number",50450
"Fairfield County","09001",2020,"All","30 to 34 years","Projected Population","Percent",5.34
"Fairfield County","09001",2020,"All","35 to 39 years","Projected Population","Number",62053
"Fairfield County","09001",2020,"All","35 to 39 years","Projected Population","Percent",6.57
"Fairfield County","09001",2020,"All","40 to 44 years","Projected Population","Number",62535
"Fairfield County","09001",2020,"All","40 to 44 years","Projected Population","Percent",6.62
"Fairfield County","09001",2020,"All","45 to 49 years","Projected Population","Number",64761
"Fairfield County","09001",2020,"All","45 to 49 years","Projected Population","Percent",6.86
"Fairfield County","09001",2020,"All","50 to 54 years","Projected Population","Number",70765
"Fairfield County","09001",2020,"All","50 to 54 years","Projected Population","Percent",7.49
"Fairfield County","09001",2020,"All","55 to 59 years","Projected Population","Number",73204
"Fairfield County","09001",2020,"All","55 to 59 years","Projected Population","Percent",7.75
"Fairfield County","09001",2020,"All","60 to 64 years","Projected Population","Number",64598
"Fairfield County","09001",2020,"All","60 to 64 years","Projected Population","Percent",6.84
"Fairfield County","09001",2020,"All","65 to 69 years","Projected Population","Number",48633
